ID,Name,Attribute,Race,Max Lvl,Exp Curve,Max Exp,Rarity,Cost,Series,Lvl 1 HP,Lvl 1 ATK,Lvl 1 REC,Lvl Max HP,Lvl Max ATK,Lvl Max REC,Active Skill 1,Active Skill 1 Description,Active Skill 2,Active Skill 2 Description,Leader Skill,Leader Skill Description
781,Nicole the Reincarnated Witch,Dark,Demon,99,4000K,4000000,6,14,Memoir from Xuan-Yuan,803,827,88,1398,1759,387,Patch of Gloomy Pneuma,"Damage received -40% for 1 Round.  If there are Humans and Demons in the Team, the skill stays in play for 2 Rounds",,,Rage of Human & Demon,Human and Demon Attack x 2
782,Penetrating Eyes - Fong Tian-Ling,Fire,Human,99,4000K,4000000,6,14,Memoir from Xuan-Yuan,1161,726,204,2527,1373,418,Blazing Vessels,Water and Earth Runestones also possess the effect of Fire Runestones for 1 Round.,,,Armor Defense - Fire,Team Attack x 1.5; Fire and Dark Damage Received -50%
783,Creature of Charms,Fire,Evolve Elements,1,500K,0,5,20,Ancient Artifacts,1200,800,300,1200,800,300,Super Healing Potion,Recover HP by 10x Monster's Recovery,,,The Healing Duo,Transform 30% of Damage received into HP recovery
784,Glacial Soprano - Yan,Water,God,99,4000K,4000000,6,12,Diva of the Stars,1210,659,151,2396,1219,344,Elemental Essence - Water,Drop rate of Water Runestones increases for 3 Rounds.  All Water Runestones to be dropped will become Enchanted Water Runestones.,,,Anger of the Ocean,Water Attack x 2
785,Duo of Frost - Yan & Xi,Water,God,99,5000K,5000000,7,20,Diva of the Stars,1337,729,167,2649,1348,380,Elemental Essence - Water,Drop rate of Water Runestones increases for 3 Rounds.  All Water Runestones to be dropped will become Enchanted Water Runestones.,,,Protection of Waves,Water Attack x 2.5; Fire Damage received -20%
786,Flaring Mezzo - Xi,Fire,Demon,99,4000K,4000000,6,12,Diva of the Stars,617,990,69,1149,1774,304,Elemental Essence - Fire,Drop rate of Fire Runestones increases for 3 Rounds.  All Fire Runestones to be dropped will become Enchanted Fire Runestones.,,,Anger of the Flame,Fire Attack x 2
787,Duo of Flame - Yan & Xi,Fire,Demon,99,5000K,5000000,7,20,Diva of the Stars,785,1094,76,1462,1961,337,Elemental Essence - Fire,Drop rate of Fire Runestones increases for 3 Rounds.  All Fire Runestones to be dropped will become Enchanted Fire Runestones.,,,Protection of Flames,Fire Attack x 2.5; Earth Damage received -20%
788,Sylvan Alto - Yan,Earth,God,99,4000K,4000000,6,12,Diva of the Stars,1399,607,141,2771,1122,321,Elemental Essence - Earth,Drop rate of Earth Runestones increases for 3 Rounds.  All Earth Runestones to be dropped will become Enchanted Earth Runestones.,,,Anger of the Woods,Earth Attack x 2
789,Duo of Forest - Yan & Xi,Earth,God,99,5000K,5000000,7,20,Diva of the Stars,1546,671,156,3063,1241,355,Elemental Essence - Earth,Drop rate of Earth Runestones increases for 3 Rounds.  All Earth Runestones to be dropped will become Enchanted Earth Runestones.,,,Protection of Woods,Earth Attack x 2.5; Water Damage received -20%
790,Kukulkan,Water,Dragon,50,4000K,1000000,5,8,Dragons from Sepulchre,1068,406,18,2095,660,20,Icy Crush - EX,"Deal 30,000 Water damage to an enemy, regardless of Defense.",,,Whizzing Dragon - Water,"If the Team consists of only Gods and Dragons, Team Attack x 2.5. By dissolving Water and Heart Runestones, there will be a 40% chance of gaining an extra of x 2 (the probability can be summed up)"
791,Kukulkan the Sturdy Guardian,Water,Dragon,99,5000K,5000000,6,12,Dragons from Sepulchre,1919,730,36,4553,1410,40,Icy Crush - EX+,"Deal 30,000 Water Damage to all enemies, regardless of Defense",,,Whizzing Dragon - Water,"If the Team consists of only Gods and Dragons, Team Attack x 2.5. By dissolving Water and Heart Runestones, there will be a 40% chance of gaining an extra of x 2 (the probability can be summed up)"
792,Piasa,Fire,Dragon,50,4000K,1000000,5,8,Dragons from Sepulchre,1125,434,16,2204,706,18,Promise of Protection - Fire,"Damage received -20%, until no Fire Runestones are dissolved.  Runestones dissolved by Active and Leader Skills will not be counted (CD will not drop when the Skill is in play)",,,Hollering Dragon - Fire,"If the Team consists of only Demons and Dragons, Team Attack x 3. If any additional effect(s) is in play, there will be a 25% chance of gaining an extra of x 1.5 for Fire Attack (the probability can be summed up)"
793,Haughty Stray - Piasa,Fire,Dragon,99,5000K,5000000,6,12,Dragons from Sepulchre,2014,781,32,4353,1514,36,Promise of Protection - Fire,"Damage received -20%, until no Fire Runestones are dissolved.  Runestones dissolved by Active and Leader Skills will not be counted (CD will not drop when the Skill is in play)",,,Hollering Dragon - Fire,"If the Team consists of only Demons and Dragons, Team Attack x 3. If any additional effect(s) is in play, there will be a 25% chance of gaining an extra of x 1.5 for Fire Attack (the probability can be summed up)"
794,Pilatus,Earth,Dragon,50,4000K,1000000,5,8,Dragons from Sepulchre,1236,373,17,2422,608,19,Utmost Fighter,"Team Attack x 2 for 1 Round.  In the next Round, Team Recovery becomes 0.",,,Whizzing Dragon - Earth,"If the Team consists of only Gods and Dragons, Team Attack x 2.5. By dissolving Earth and Heart Runestones, there will be a 40% chance of gaining an extra of x 2 (the probability can be summed up)"
795,Resuscitated Artifact - Pilatus,Earth,Dragon,99,5000K,5000000,6,12,Dragons from Sepulchre,2215,672,33,4904,1244,37,Utmost Fighter,"Team Attack x 2 for 1 Round.  In the next Round, Team Recovery becomes 0.",,,Whizzing Dragon - Earth,"If the Team consists of only Gods and Dragons, Team Attack x 2.5. By dissolving Earth and Heart Runestones, there will be a 40% chance of gaining an extra of x 2 (the probability can be summed up)"
796,Fafnir,Light,Dragon,50,4000K,1000000,5,8,Dragons from Sepulchre,1113,377,18,2182,614,20,Ethnic Resonance,"The more Team Members of different Races, the higher the Team Attack, to the max x 2.25 if there are Members of 5 different Races for 1 Round.",,,Anger of the Light,Light Attack x 2
797,Fafnir the Mighty Aggressor,Light,Dragon,99,5000K,5000000,6,12,Dragons from Sepulchre,1998,680,37,4713,1326,41,Ethnic Resonance,"The more Team Members of different Races, the higher the Team Attack, to the max x 2.25 if there are Members of 5 different Races for 1 Round.",,,Fury of Light,Light Attack x 2.5
798,Wawel,Dark,Dragon,50,4000K,1000000,5,8,Dragons from Sepulchre,1046,446,17,2051,726,19,Bloodthirsty Dragon Blade,Dragon Attack x 1.5 for 1 Round; 5% of Damage dealt to enemies by Dragons will be converted to HP. The max HP Recovery is 50% of Summoner's total HP (Damage dealt by Active and Leader Skills will not trigger the effect).,,,Dreadful Breath of Dragon,"If the Team consists of only Dragons, Attack bonus for each Combo increases by 125%"
799,Sinful Dictator - Wawel,Dark,Dragon,99,5000K,5000000,6,12,Dragons from Sepulchre,1877,803,33,4272,1560,37,Bloodthirsty Dragon Blade,Dragon Attack x 1.5 for 1 Round; 5% of Damage dealt to enemies by Dragons will be converted to HP. The max HP Recovery is 50% of Summoner's total HP (Damage dealt by Active and Leader Skills will not trigger the effect).,,,Dreadful Breath of Dragon,"If the Team consists of only Dragons, Attack bonus for each Combo increases by 125%"
800,Mini Madhead,Water,Level Up Elements,1,500K,0,5,40,Special Level Up,2000,50,50,2000,50,50,Freeze,Inactivate all enemies and turn them into Water Attribute for 3 Rounds.,,,Ultimate Soul Reaping,"Launch an extra attack of as much as 6x of the Monster's Attack each Round to the enemy whose HP is below 40%, regardless of Attribute and Defense"
801,Atrahasis,Water,God,50,4000K,1000000,5,10,Major Gods of Babylon,798,396,97,1549,720,216,Blades of Water,"Extend Runestone-moving time by 3 seconds for 1 Round; by dissolving a group of 6 or more Water Runestones, Water Attack x 1.5.",,,Notion of Elements - Water,"Water Attack x 2.  If 4 or more Runestones are dissolved in a column, 1 Water Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
802,Atrahasis the Wise Entity,Water,God,99,5000K,5000000,6,15,Major Gods of Babylon,1520,757,185,3011,1399,421,Blades of Water,"Extend Runestone-moving time by 3 seconds for 1 Round; by dissolving a group of 6 or more Water Runestones, Water Attack x 1.5.",,,Gift from Heaven - Water,"Water Attack x 2.5.  If 4 or more Runestones are dissolved in a column, 1 Water Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
803,Ninurta,Fire,God,50,4000K,1000000,5,10,Major Gods of Babylon,839,424,86,1630,771,192,Blades of Flame,"Extend Runestone-moving time by 3 seconds for 1 Round; by dissolving a group of 6 or more Fire Runestones, Fire Attack x 1.5.",,,Notion of Elements - Fire,"Fire Attack x 2.  If 4 or more Runestones are dissolved in a column, 1 Fire Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
804,General of Hurricane - Ninurta,Fire,God,99,5000K,5000000,6,15,Major Gods of Babylon,1599,809,165,3167,1496,375,Blades of Flame,"Extend Runestone-moving time by 3 seconds for 1 Round; by dissolving a group of 6 or more Fire Runestones, Fire Attack x 1.5.",,,Gift from Heaven - Fire,"Fire Attack x 2.5.  If 4 or more Runestones are dissolved in a column, 1 Fire Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
805,Dumuzi,Earth,God,50,4000K,1000000,5,10,Major Gods of Babylon,922,365,91,1791,664,203,Blades of Vine,"Extend Runestone-moving time by 3 seconds for 1 Round; by dissolving a group of 6 or more Earth Runestones, Earth Attack x 1.5.",,,Notion of Elements - Earth,"Earth Attack x 2.  If 4 or more Runestones are dissolved in a column, 1 Earth Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
806,King of Shepherd - Dumuzi,Earth,God,99,5000K,5000000,6,15,Major Gods of Babylon,1757,697,173,3481,1288,394,Blades of Vine,"Extend Runestone-moving time by 3 seconds for 1 Round; by dissolving a group of 6 or more Earth Runestones, Earth Attack x 1.5.",,,Gift from Heaven - Earth,"Earth Attack x 2.5.  If 4 or more Runestones are dissolved in a column, 1 Earth Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
807,Inanna,Light,God,50,4000K,1000000,5,10,Major Gods of Babylon,831,369,100,1614,671,223,Blades of Light,"Extend Runestone-moving time by 3 seconds for 1 Round; by dissolving Heart, Light and Dark Runestones in the same Round, Light Attack x 1.5.",,,Notion of Elements - Light,"Light Attack x 2.  If 4 or more Runestones are dissolved in a column, 1 Light Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
808,Inanna the Lady of Lunar,Light,God,99,5000K,5000000,6,15,Major Gods of Babylon,1583,704,190,3136,1302,433,Blades of Light,"Extend Runestone-moving time by 3 seconds for 1 Round; by dissolving Heart, Light and Dark Runestones in the same Round, Light Attack x 1.5.",,,Gift from Heaven - Light,"Light Attack x 2.5.  If 4 or more Runestones are dissolved in a column, 1 Light Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
809,Namtar,Dark,God,50,4000K,1000000,5,10,Major Gods of Babylon,781,437,90,1517,792,201,Blades of Phantom,"Extend Runestone-moving time by 3 seconds for 1 Round; by dissolving Heart, Light and Dark Runestones in the same Round, Dark Attack x 1.5.",,,Notion of Elements - Dark,"Dark Attack x 2.  If 4 or more Runestones are dissolved in a column, 1 Dark Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
810,God of Pestilence - Namtar,Dark,God,99,5000K,5000000,6,15,Major Gods of Babylon,1488,831,171,2948,1537,390,Blades of Phantom,"Extend Runestone-moving time by 3 seconds for 1 Round; by dissolving Heart, Light and Dark Runestones in the same Round, Dark Attack x 1.5.",,,Gift from Heaven - Dark,"Dark Attack x 2.5.  If 4 or more Runestones are dissolved in a column, 1 Dark Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
811,Oannes the Halfman Hero,Water,God,99,5000K,5000000,5,12,Pantheon of Babylon,1079,588,135,2425,1223,354,Prestige of Gods - Water,"Water Attack & Recovery x 1.5 for 1 Round; if there are 3 or more Gods in the Team, Water Attack x 2.",,,Anger of the Ocean,Water Attack x 2
812,God of Firestorm - Gibil,Fire,God,99,5000K,5000000,5,12,Pantheon of Babylon,1135,629,120,2551,1308,315,Prestige of Gods - Fire,"Fire Attack & Recovery x 1.5 for 1 Round; if there are 3 or more Gods in the Team, Fire Attack x 2 instead.",,,Anger of the Flame,Fire Attack x 2
813,Goddess of Crops & Letters - Nisaba,Earth,God,99,5000K,5000000,5,12,Pantheon of Babylon,1247,541,126,2804,1126,331,Prestige of Gods - Earth,"Earth Attack & Recovery x 1.5 for 1 Round; if there are 3 or more Gods in the Team, Earth Attack x 2 instead.",,,Anger of the Woods,Earth Attack x 2
814,Ninhursag the Mother of Life,Light,God,99,5000K,5000000,5,12,Pantheon of Babylon,1124,547,138,2526,1138,363,Prestige of Gods - Light,"Light Attack & Recovery x 1.5 for 1 Round; if there are 3 or more Gods in the Team, Light Attack x 2 instead.",,,Anger of the Light,Light Attack x 2
815,Neti the Gatekeeper of Underworld,Dark,God,99,5000K,5000000,5,12,Pantheon of Babylon,1056,646,125,2374,1344,328,Prestige of Gods - Dark,"Dark Attack & Recovery x 1.5 for 1 Round; if there are 3 or more Gods in the Team, Dark Attack x 2 instead.",,,Anger of the Darkness,Dark Attack x 2
816,Aries of Courage - Poppy,Fire,God,99,7000K,7000000,7,18,Twelve Zodiacs,1524,832,161,3517,1538,446,Shield Blast,Stun all enemies to inactivate them for 5 Rounds. The effect stays in play until they are attacked,,,Hegemony of Inferno,Fire Attack x 2.5; Recovery x 2.
817,Taurus of Berserker - Armstrong,Fire,God,99,7000K,7000000,7,18,Twelve Zodiacs,1524,832,161,3517,1538,446,Wild Warrior,"This Skill can only be activated when 4 or more Monsters' Active Skills are ready. Upon activation, Skill CDs of the Team will be reset. Team Attack x 2 for 8 Rounds.",,,Song of Armor - Break of Fire & Earth,Team Attack x 2; Fire and Earth Damage received -50%; Light Damage received -30%.
818,Gemini of Recall - Castor & Pollux,Dark,God,99,7000K,7000000,7,18,Twelve Zodiacs,1417,855,167,3307,1581,481,Defensive Stance EX - Dark,Turn all Light Runestones into Enchanted Heart Runestones.,,,Crescendo - Critical,"The lower your HP, the higher the Team Attack, to the max x 3; If Light and Dark Runestones are dissolved in the same Round, Attack x 1.5 additionally (effects can be superimposed)"
819,Cancer of Resolution - John,Dark,God,99,7000K,7000000,7,18,Twelve Zodiacs,1417,855,167,3307,1581,481,Multiple Blades,Deal non-Attributive Damage as much as 125x the Monster's Attack to all enemies in the expense of 50% of current HP.,,,Fury of Gods,God Attack x 2.5
820,Leo of Gallantry - Galio,Light,God,99,7000K,7000000,7,18,Twelve Zodiacs,1516,728,187,3571,1346,545,Wild Warrior,"This Skill can only be activated when 4 or more Monsters' Active Skills are ready. Upon activation, Skill CDs of the Team will be reset. Team Attack x 2 for 8 Rounds.",,,Song of Armor - Break of Light & Water,Team Attack x 2; Light and Water Damage received -50%; Fire Damage received -30%.
821,Virgo of Guardian - Persephone,Light,God,99,7000K,7000000,7,18,Twelve Zodiacs,1513,726,186,3565,1342,549,Power Upswing,"Single Attack will become Full Attack for 3 Rounds.  In the first Round, Team Attack x 1.5.",,,Hegemony of Sanctity,Light Attack x 2.5; Recovery x 2.
822,Libra of Justice - Luna,Light,God,99,7000K,7000000,7,18,Twelve Zodiacs,1510,725,186,3589,1340,543,God & Demon Resonance,Synchronize the Attack of all Gods and Demons as the greatest God or Demon Attack launched for 2 Rounds.,,,Tranquility,Attack x 2; Extend Runestone-moving time by 3 seconds.
823,Scorpio of Agility - Alma,Dark,God,99,7000K,7000000,7,18,Twelve Zodiacs,1416,854,167,3305,1579,486,Attack Conversion - Dark & Light,Turn Heart Runestones into Dark Runestones; Light Runestones into Heart Runestones,,,Fury of Gods,God Attack x 2.5
824,Sagittarius of Frankness - Red Boy,Earth,God,99,7000K,7000000,7,18,Twelve Zodiacs,1678,718,169,3802,1327,485,Critical Strike,An extra Fire Attack will be launched after a Single Attack is launched for 1 Round.,,,Sharp Shooting - Crossbow,"Single Attack x 2.5; Single Attack x 4 when Fire, Earth and Dark Runestones are dissolved in the same Round (apply to all Team Members)"
